"FileName","PreContext","Name"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","are regularly scheduled to","provide opportunities to practice"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","regularly scheduled to provide","opportunities to practice new"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Accreditation, Licensure: Oregon DHS,","NW Association of Accredited"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Licensure: Oregon DHS, NW","Association of Accredited Schools"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","of Accredited Schools (NAAS),","CARF RF International International"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Accredited Schools (NAAS), CARF","RF International International Professional"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Schools (NAAS), CARF RF","International International Professional Af"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Af liations: NATSAP-Full Member;","Small Boarding School Association"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Boarding School Association (SBSA);","Student tudent and Exchange"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","School Association (SBSA); Student","tudent and Exchange Exchange"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Association (SBSA); Student tudent","and Exchange Exchange Visitor"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","(SBSA); Student tudent and","Exchange Exchange Visitor Information"
"New Leaf Academy of Oregon 2012-2013 NATSAP Profile.pdf","Student tudent and Exchange","Exchange Visitor Information System"
"New Lifestyles 2009 NATSAP Profile.pdf","18 to 26 Grades:","High School Completion and"
"New Lifestyles 2009 NATSAP Profile.pdf","Washington Dulles Website: www.newlifestyles.net","New Lifestyles is an"
"New Lifestyles 2009 NATSAP Profile.pdf","Lifestyles is an intensive,","therapeutic program for emerging"
"New Lifestyles 2009 NATSAP Profile.pdf","an intensive, therapeutic program","for emerging adults located"
"New Lifestyles 2009 NATSAP Profile.pdf","intensive, therapeutic program for","emerging adults located at"
"New Lifestyles 2009 NATSAP Profile.pdf","therapeutic program for emerging","adults located at the"
"New Lifestyles 2009 NATSAP Profile.pdf","program for emerging adults","located at the northern"
"New Lifestyles 2009 NATSAP Profile.pdf","for emerging adults located","at the northern tip"
"New Lifestyles 2009 NATSAP Profile.pdf","emerging adults located at","the northern tip of"
"New Lifestyles 2009 NATSAP Profile.pdf","adults located at the","northern tip of the"
"New Lifestyles 2009 NATSAP Profile.pdf","located at the northern","tip of the Shenandoah"
"New Lifestyles 2009 NATSAP Profile.pdf","at the northern tip","of the Shenandoah Valley"
"New Lifestyles 2009 NATSAP Profile.pdf","the northern tip of","the Shenandoah Valley in"
"New Lifestyles 2009 NATSAP Profile.pdf","Valley in Winchester, Virginia.","Committed to the unique"
"New Lifestyles 2009 NATSAP Profile.pdf","in Winchester, Virginia. Committed","to the unique needs"
"New Lifestyles 2009 NATSAP Profile.pdf","Winchester, Virginia. Committed to","the unique needs of"
"New Lifestyles 2009 NATSAP Profile.pdf","Virginia. Committed to the","unique needs of individuals"
"New Lifestyles 2009 NATSAP Profile.pdf","Committed to the unique","needs of individuals ages"
"New Lifestyles 2009 NATSAP Profile.pdf","New Lifestyles provides a","clinically intensive transition experience"
"New Lifestyles 2009 NATSAP Profile.pdf","Lifestyles provides a clinically","intensive transition experience for"
"New Lifestyles 2009 NATSAP Profile.pdf","provides a clinically intensive","transition experience for students"
"New Lifestyles 2009 NATSAP Profile.pdf","a clinically intensive transition","experience for students with"
"New Lifestyles 2009 NATSAP Profile.pdf","clinically intensive transition experience","for students with average"
"New Lifestyles 2009 NATSAP Profile.pdf","intensive transition experience for","students with average to"
"New Lifestyles 2009 NATSAP Profile.pdf","transition experience for students","with average to above"
"New Lifestyles 2009 NATSAP Profile.pdf","experience for students with","average to above average"
"New Lifestyles 2009 NATSAP Profile.pdf","for students with average","to above average intellect"
"New Lifestyles 2009 NATSAP Profile.pdf","students with average to","above average intellect who"
"New Lifestyles 2009 NATSAP Profile.pdf","with average to above","average intellect who present"
"New Lifestyles 2009 NATSAP Profile.pdf","average to above average","intellect who present with"
"New Lifestyles 2009 NATSAP Profile.pdf","to above average intellect","who present with Axis"
"New Lifestyles 2009 NATSAP Profile.pdf","with Axis I and/or","Axis II diagnoses to"
"New Lifestyles 2009 NATSAP Profile.pdf","â€¢ eating disorders; â€¢","personality disorders and traits"
"New Lifestyles 2009 NATSAP Profile.pdf","attention disorders; and â€¢","Aspergers spectrum disorders including"
"New Lifestyles 2009 NATSAP Profile.pdf","Central to a studentâ€™s","work at New Lifestyles"
"New Lifestyles 2009 NATSAP Profile.pdf","to a studentâ€™s work","at New Lifestyles is"
"New Lifestyles 2009 NATSAP Profile.pdf","a studentâ€™s work at","New Lifestyles is his"
"New Lifestyles 2009 NATSAP Profile.pdf","studentâ€™s work at New","Lifestyles is his or"
"New Lifestyles 2009 NATSAP Profile.pdf","work at New Lifestyles","is his or her"
"New Lifestyles 2009 NATSAP Profile.pdf","at New Lifestyles is","his or her participation"
"New Lifestyles 2009 NATSAP Profile.pdf","New Lifestyles is his","or her participation in"
"New Lifestyles 2009 NATSAP Profile.pdf","Lifestyles is his or","her participation in intensive"
"New Lifestyles 2009 NATSAP Profile.pdf","is his or her","participation in intensive individual"
"New Lifestyles 2009 NATSAP Profile.pdf","his or her participation","in intensive individual and"
"New Lifestyles 2009 NATSAP Profile.pdf","or her participation in","intensive individual and group"
"New Lifestyles 2009 NATSAP Profile.pdf","her participation in intensive","individual and group psychotherapy"
"New Lifestyles 2009 NATSAP Profile.pdf","and group psychotherapy sessions.","Individual sessions are provided"
"New Lifestyles 2009 NATSAP Profile.pdf","group psychotherapy sessions. Individual","sessions are provided two"
"New Lifestyles 2009 NATSAP Profile.pdf","psychotherapy sessions. Individual sessions","are provided two to"
"New Lifestyles 2009 NATSAP Profile.pdf","sessions. Individual sessions are","provided two to three"
"New Lifestyles 2009 NATSAP Profile.pdf","Individual sessions are provided","two to three times"
"New Lifestyles 2009 NATSAP Profile.pdf","to three times weekly,","and therapy groups meet"
"New Lifestyles 2009 NATSAP Profile.pdf","three times weekly, and","therapy groups meet an"
"New Lifestyles 2009 NATSAP Profile.pdf","times weekly, and therapy","groups meet an additional"
"New Lifestyles 2009 NATSAP Profile.pdf","weekly, and therapy groups","meet an additional four"
"New Lifestyles 2009 NATSAP Profile.pdf","and therapy groups meet","an additional four to"
"New Lifestyles 2009 NATSAP Profile.pdf","therapy groups meet an","additional four to six"
"New Lifestyles 2009 NATSAP Profile.pdf","groups meet an additional","four to six times"
"New Lifestyles 2009 NATSAP Profile.pdf","to six times weekly.","Therapy sessions focus on"
"New Lifestyles 2009 NATSAP Profile.pdf","six times weekly. Therapy","sessions focus on clinical"
"New Lifestyles 2009 NATSAP Profile.pdf","times weekly. Therapy sessions","focus on clinical issues"
"New Lifestyles 2009 NATSAP Profile.pdf","weekly. Therapy sessions focus","on clinical issues that"
"New Lifestyles 2009 NATSAP Profile.pdf","Therapy sessions focus on","clinical issues that impact"
"New Lifestyles 2009 NATSAP Profile.pdf","studentâ€™s participation and progress.","Specialty treatment tracks are"
"New Lifestyles 2009 NATSAP Profile.pdf","participation and progress. Specialty","treatment tracks are available"
"New Lifestyles 2009 NATSAP Profile.pdf","and progress. Specialty treatment","tracks are available in"
"New Lifestyles 2009 NATSAP Profile.pdf","progress. Specialty treatment tracks","are available in the"
"New Lifestyles 2009 NATSAP Profile.pdf","Specialty treatment tracks are","available in the areas"
"New Lifestyles 2009 NATSAP Profile.pdf","treatment tracks are available","in the areas of"
"New Lifestyles 2009 NATSAP Profile.pdf","tracks are available in","the areas of affect"
"New Lifestyles 2009 NATSAP Profile.pdf","anxiety management, and recovery.","Other program components consist"
"New Lifestyles 2009 NATSAP Profile.pdf","and recovery. Other program","components consist of health"
"New Lifestyles 2009 NATSAP Profile.pdf","recovery. Other program components","consist of health and"
"New Lifestyles 2009 NATSAP Profile.pdf","Other program components consist","of health and recreational"
"New Lifestyles 2009 NATSAP Profile.pdf","program components consist of","health and recreational activities"
"New Lifestyles 2009 NATSAP Profile.pdf","components consist of health","and recreational activities and"
"New Lifestyles 2009 NATSAP Profile.pdf","recreational activities and psycho-education","groups that focus on"
"New Lifestyles 2009 NATSAP Profile.pdf","activities and psycho-education groups","that focus on skill"
"New Lifestyles 2009 NATSAP Profile.pdf","and psycho-education groups that","focus on skill development"
"New Lifestyles 2009 NATSAP Profile.pdf","psycho-education groups that focus","on skill development in"
"New Lifestyles 2009 NATSAP Profile.pdf","skill development in a","variety of areas including"
"New Lifestyles 2009 NATSAP Profile.pdf","development in a variety","of areas including social"
"New Lifestyles 2009 NATSAP Profile.pdf","interpersonal relationships, life competencies,","and career and work"
"New Lifestyles 2009 NATSAP Profile.pdf","and work exploration. A","financial component of the"
"New Lifestyles 2009 NATSAP Profile.pdf","work exploration. A financial","component of the New"
"New Lifestyles 2009 NATSAP Profile.pdf","exploration. A financial component","of the New Lifestyles"
"New Lifestyles 2009 NATSAP Profile.pdf","A financial component of","the New Lifestyles program"
"New Lifestyles 2009 NATSAP Profile.pdf","financial component of the","New Lifestyles program requires"
"New Lifestyles 2009 NATSAP Profile.pdf","component of the New","Lifestyles program requires students"
"New Lifestyles 2009 NATSAP Profile.pdf","the New Lifestyles program","requires students learn how"
"New Lifestyles 2009 NATSAP Profile.pdf","New Lifestyles program requires","students learn how to"
"New Lifestyles 2009 NATSAP Profile.pdf","Lifestyles program requires students","learn how to manage"
"New Lifestyles 2009 NATSAP Profile.pdf","checking account, pay bills,","and plan and manage"
"New Lifestyles 2009 NATSAP Profile.pdf","Available: Yes Accreditation, Licensure:","Clinical Psychologists licensed by"
"New Lifestyles 2009 NATSAP Profile.pdf","Yes Accreditation, Licensure: Clinical","Psychologists licensed by State"
"New Lifestyles 2009 NATSAP Profile.pdf","Accreditation, Licensure: Clinical Psychologists","licensed by State of"
"New Lifestyles 2009 NATSAP Profile.pdf","Licensure: Clinical Psychologists licensed","by State of Virginia"
"New Lifestyles 2009 NATSAP Profile.pdf","Clinical Psychologists licensed by","State of Virginia Professional"
"New Lifestyles 2009 NATSAP Profile.pdf","Psychologists licensed by State","of Virginia Professional Af"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","NATSAP 2012-2013","ONLINE DIRECTORY New Lifestyles"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Member Since: 2002 Airport:","Washington Dulles Located at"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Since: 2002 Airport: Washington","Dulles Located at the"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","2002 Airport: Washington Dulles","Located at the northern"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Airport: Washington Dulles Located","at the northern end"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Washington Dulles Located at","the northern end of"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Dulles Located at the","northern end of the"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Located at the northern","end of the Shenandoah"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","at the northern end","of the Shenandoah Valley"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","the northern end of","the Shenandoah Valley in"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","Shenandoah Valley in Winchester,Virginia,","New Lifestyles offers an"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","emerging adults, ages 18-26.","In contrast to more"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","adults, ages 18-26. In","contrast to more traditional"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","ages 18-26. In contrast","to more traditional clinical"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","18-26. In contrast to","more traditional clinical work"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","In contrast to more","traditional clinical work that"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","contrast to more traditional","clinical work that is"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","to more traditional clinical","work that is typically"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","more traditional clinical work","that is typically conducted"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","traditional clinical work that","is typically conducted in"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","clinical work that is","typically conducted in an"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","work that is typically","conducted in an of"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","that is typically conducted","in an of ce"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","an of ce setting,","New Lifestyles therapeutic milieu"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","of ce setting, New","Lifestyles therapeutic milieu provides"
"New Lifestyles 2012-2013 NATSAP Profile.pdf","therapeutic milieu provides in-vivo","interventions and opportunities for"
